niche,cell_type,n_cells,mean_local_fraction,global_mean_local_fraction,log2_relative_enrichment,local_celltype_entropy,mannwhitney_u,p_greater_raw,relative_enrichment_0to1,across_niche_entropy
C4,Stromal,18982,0.04735747442873584,0.24024779309805508,-2.3428591292333527,0.49713555198442116,493680946.5,1.0,0.0,0.527424113294337
C5,Stromal,14400,0.0479570220416465,0.24024779309805508,-2.32470919804502,0.4943941265151736,462468271.5,1.0,0.0,0.527424113294337
C6,Stromal,17516,0.10559203241319845,0.24024779309805508,-1.1860222002051528,0.5994136470562356,1029326482.0,1.0,0.0,0.527424113294337
C7,Stromal,7285,0.18507915439583392,0.24024779309805508,-0.3763807660146497,0.5934470942853725,644316343.5,3.2097995380701917e-59,0.0,0.527424113294337
C0,Stromal_&_T_Cell_Hybrid,48154,0.00703240681208033,0.003671237529240893,0.937752070125467,0.5021505948219328,3427762559.5,0.0,0.003373554402368348,0.6856819938007559
C1,Stromal_&_T_Cell_Hybrid,46693,0.0008511512044935771,0.003671237529240893,-2.1087791082948453,0.526831675514075,1863475609.5,1.0,0.0,0.6856819938007559
C2,Stromal_&_T_Cell_Hybrid,7309,0.0019569753307067195,0.003671237529240893,-0.9076408898353778,0.5933731632486156,648023364.5,5.81873110236657e-65,0.0,0.6856819938007559
C3,Stromal_&_T_Cell_Hybrid,6024,0.004767821102079523,0.003671237529240893,0.37706364410722815,0.5872099267255747,489666133.0,0.030295236119663574,0.0011006242258019862,0.6856819938007559
C4,Stromal_&_T_Cell_Hybrid,18982,0.0007727381121641116,0.003671237529240893,-2.248214998535071,0.5824650986269981,971818991.0,1.0,0.0,0.6856819938007559
C5,Stromal_&_T_Cell_Hybrid,14400,0.0007615157685145991,0.003671237529240893,-2.269320642736547,0.5618473332115387,911255474.5,1.0,0.0,0.6856819938007559
C6,Stromal_&_T_Cell_Hybrid,17516,0.006008078553502364,0.003671237529240893,0.7106372156558574,0.6233511688327394,1924275426.5,0.0,0.0023454517346928987,0.6856819938007559
C7,Stromal_&_T_Cell_Hybrid,7285,0.008027513437319672,0.003671237529240893,1.1286867147844581,0.631547333901548,843890412.5,0.0,0.004372327761848218,0.6856819938007559
C0,T_Cell_&_Tumor_Hybrid,48154,0.0013197623592079073,0.0034999220192610697,-1.4070446009583524,0.5178350158626761,1661159530.0,1.0,0.0,0.5816205936824529
C1,T_Cell_&_Tumor_Hybrid,46693,0.00840385628014754,0.0034999220192610697,1.263728711358821,0.4245489912366424,4735740338.5,0.0,0.004921157929885538,0.5816205936824529
C2,T_Cell_&_Tumor_Hybrid,7309,0.000855747971828061,0.0034999220192610697,-2.0320649037942062,0.5909501524856332,416965858.5,1.0,0.0,0.5816205936824529
C3,T_Cell_&_Tumor_Hybrid,6024,0.0031212896078839343,0.0034999220192610697,-0.16518055462188305,0.6003953916682432,442194013.0,1.0,0.0,0.5816205936824529
C4,T_Cell_&_Tumor_Hybrid,18982,0.0009702201464272671,0.0034999220192610697,-1.8509387348443074,0.40388442213736964,1156714077.5,1.0,0.0,0.5816205936824529
C5,T_Cell_&_Tumor_Hybrid,14400,0.0016651876651242847,0.0034999220192610697,-1.0716380008267485,0.39105377533148256,1109035301.5,0.002333850765691305,0.0,0.5816205936824529
C6,T_Cell_&_Tumor_Hybrid,17516,0.0017696267643640244,0.0034999220192610697,-0.9838776671451723,0.6247539456926303,1048889617.0,1.0,0.0,0.5816205936824529
C7,T_Cell_&_Tumor_Hybrid,7285,0.003823598466747956,0.0034999220192610697,0.12760824920146732,0.6419901687436921,509469235.0,1.0,0.00032481326859779984,0.5816205936824529
C0,Unlabeled,48154,0.03336342903810998,0.042822430209508655,-0.36009909799810746,0.4934130399607428,2729149103.0,1.0,0.0,0.8016119505916638
C1,Unlabeled,46693,0.021907719859257987,0.042822430209508655,-0.9669273347785214,0.4385084537472937,2165023977.0,1.0,0.0,0.8016119505916638
C2,Unlabeled,7309,0.014127791714211347,0.042822430209508655,-1.5998306935269422,0.5557425585933936,467296335.5,1.0,0.0,0.8016119505916638
C3,Unlabeled,6024,0.03994646105945802,0.042822430209508655,-0.1002989747776643,0.5605417062736566,554603900.5,1.0652512005724802e-85,0.0,0.8016119505916638
C4,Unlabeled,18982,0.01566455567034572,0.042822430209508655,-1.4508628243377015,0.4431571271335043,1130428921.5,1.0,0.0,0.8016119505916638
C5,Unlabeled,14400,0.048816663867771996,0.042822430209508655,0.1890070324395275,0.43333193960117855,1117107008.0,1.5164894217437904e-05,0.0062624050619733695,0.8016119505916638
C6,Unlabeled,17516,0.15980079624368945,0.042822430209508655,1.8998360194783948,0.3282833241645198,2120332471.5,0.0,0.12221177107167817,0.8016119505916638
C7,Unlabeled,7285,0.048219000433607516,0.042822430209508655,0.17123507235879368,0.6175889161357617,796226254.0,0.0,0.00563800322366525,0.8016119505916638
